Orthogroup	LORF_EL90.pep	SPU_peptide
OG0000084	TRINITY_DN41531_c0_g1_i4.p1, TRINITY_DN41531_c0_g1_i3.p1, TRINITY_DN41531_c0_g1_i5.p1	SPU_017104, SPU_010680, SPU_013162, SPU_021075, SPU_015132, SPU_015185
OG0000085	TRINITY_DN34085_c0_g1_i1.p1	SPU_018045
OG0000085	TRINITY_DN40693_c0_g1_i2.p1	SPU_011951
OG0000085	TRINITY_DN49980_c0_g1_i1.p1	SPU_013994, SPU_018599, SPU_004539, SPU_023482
OG0000086	TRINITY_DN55331_c0_g2_i4.p1, TRINITY_DN55331_c0_g1_i1.p1	SPU_023738, SPU_021082, SPU_009637, SPU_002801, SPU_013927, SPU_022405, SPU_004830
OG0000087	TRINITY_DN57881_c0_g1_i5.p1, TRINITY_DN57881_c0_g1_i4.p1	SPU_018153, SPU_002870, SPU_026416, SPU_012463, SPU_000389, SPU_013668, SPU_024360
OG0000088	TRINITY_DN98520_c0_g1_i1.p1	SPU_014310, SPU_019617
OG0000088	TRINITY_DN114353_c0_g1_i1.p1	SPU_014311, SPU_011866
OG0000088	TRINITY_DN102873_c0_g1_i1.p1	SPU_015141
OG0000089	TRINITY_DN47411_c0_g1_i3.p1, TRINITY_DN35721_c0_g1_i4.p4	SPU_017869, SPU_023435, SPU_014899, SPU_010879, SPU_005945, SPU_020204, SPU_014898
OG0000090	TRINITY_DN1619_c0_g2_i1.p1, TRINITY_DN1619_c0_g2_i2.p1	SPU_010489, SPU_019575, SPU_028473, SPU_025369, SPU_022313, SPU_022116
OG0000091	TRINITY_DN9616_c0_g1_i1.p1	SPU_014853, SPU_002469
OG0000091	TRINITY_DN114981_c0_g1_i1.p1, TRINITY_DN40320_c0_g1_i2.p1	SPU_014850, SPU_002470, SPU_014854
OG0000092	TRINITY_DN11431_c0_g2_i9.p1, TRINITY_DN11431_c0_g2_i13.p1, TRINITY_DN11431_c0_g2_i14.p1, TRINITY_DN11431_c0_g2_i4.p1, TRINITY_DN11431_c0_g2_i16.p1, TRINITY_DN11431_c0_g2_i7.p1, TRINITY_DN11431_c0_g2_i18.p1	SPU_004640
OG0000093	TRINITY_DN92633_c0_g1_i1.p1, TRINITY_DN106254_c0_g1_i1.p1, TRINITY_DN17395_c0_g1_i6.p1, TRINITY_DN101537_c0_g1_i1.p1, TRINITY_DN76505_c0_g1_i1.p1, TRINITY_DN108686_c0_g1_i1.p1	SPU_005777, SPU_017556
OG0000094	TRINITY_DN55_c5_g1_i3.p1, TRINITY_DN24622_c0_g1_i3.p1, TRINITY_DN17348_c0_g1_i16.p1, TRINITY_DN17348_c0_g1_i2.p1, TRINITY_DN17348_c0_g1_i5.p1, TRINITY_DN17348_c0_g1_i7.p1, TRINITY_DN24356_c0_g1_i1.p1	SPU_010577
OG0000095	TRINITY_DN18007_c0_g1_i9.p1, TRINITY_DN18007_c0_g1_i5.p1, TRINITY_DN43490_c0_g1_i7.p1, TRINITY_DN14782_c0_g1_i3.p1, TRINITY_DN22977_c0_g1_i4.p2, TRINITY_DN22977_c0_g1_i6.p2, TRINITY_DN40293_c0_g1_i9.p2	SPU_013058
OG0000096	TRINITY_DN20236_c0_g1_i2.p1, TRINITY_DN20236_c0_g1_i3.p1, TRINITY_DN99733_c0_g1_i1.p1	SPU_015992, SPU_008519, SPU_005116, SPU_001331, SPU_001386
OG0000097	TRINITY_DN114514_c0_g1_i1.p1	SPU_009466
OG0000097	TRINITY_DN99894_c0_g1_i1.p1	SPU_004312, SPU_005184
OG0000097	TRINITY_DN22263_c0_g1_i7.p1	SPU_027813, SPU_025070
OG0000098	TRINITY_DN13508_c0_g1_i3.p1, TRINITY_DN106436_c0_g1_i1.p2, TRINITY_DN30160_c0_g2_i1.p1, TRINITY_DN41917_c0_g1_i1.p1, TRINITY_DN30160_c0_g1_i2.p1, TRINITY_DN30160_c0_g1_i1.p1, TRINITY_DN23222_c0_g1_i1.p1	SPU_004201
OG0000099	TRINITY_DN32396_c0_g1_i9.p1, TRINITY_DN32396_c0_g1_i5.p1, TRINITY_DN112058_c0_g1_i1.p1	SPU_020638
OG0000099	TRINITY_DN16106_c0_g2_i2.p4	SPU_000565, SPU_009813, SPU_010105
OG0000100	TRINITY_DN32363_c0_g1_i4.p1, TRINITY_DN32363_c0_g1_i3.p1	SPU_025374, SPU_013445, SPU_027759, SPU_020910, SPU_006483, SPU_022297
OG0000102	TRINITY_DN34525_c0_g1_i1.p1, TRINITY_DN34525_c0_g1_i6.p1	SPU_019480
OG0000102	TRINITY_DN55960_c0_g1_i1.p1, TRINITY_DN97466_c0_g1_i1.p1	SPU_018815
OG0000102	TRINITY_DN36422_c0_g1_i2.p1	SPU_018814
OG0000103	TRINITY_DN56965_c0_g1_i1.p2	SPU_007632, SPU_003880, SPU_011702, SPU_015762, SPU_010393
OG0000103	TRINITY_DN39401_c0_g1_i1.p1	SPU_005589
OG0000104	TRINITY_DN44418_c0_g1_i1.p1, TRINITY_DN42180_c0_g1_i1.p1, TRINITY_DN67968_c0_g1_i1.p1	SPU_015791, SPU_017230, SPU_016275, SPU_017229, SPU_017195
OG0000105	TRINITY_DN48588_c0_g1_i5.p1	SPU_019361
OG0000105	TRINITY_DN100187_c0_g1_i1.p1	SPU_013013, SPU_004112, SPU_007211, SPU_024999, SPU_022033
OG0000106	TRINITY_DN73687_c0_g1_i1.p1, TRINITY_DN111436_c0_g1_i1.p1, TRINITY_DN50527_c0_g1_i1.p1	SPU_008494, SPU_027048, SPU_024762, SPU_017116, SPU_008745
OG0000107	TRINITY_DN85680_c0_g1_i4.p1, TRINITY_DN85680_c0_g1_i1.p1, TRINITY_DN55102_c0_g1_i1.p1, TRINITY_DN110446_c0_g1_i1.p1, TRINITY_DN5279_c0_g1_i2.p1, TRINITY_DN62693_c0_g1_i1.p1, TRINITY_DN51894_c1_g1_i1.p1	SPU_001523
OG0000108	TRINITY_DN55201_c0_g1_i1.p1	SPU_026506, SPU_024435, SPU_022096, SPU_005758, SPU_014777, SPU_022862, SPU_016915
OG0000109	TRINITY_DN92452_c0_g1_i1.p1	SPU_002897
OG0000109	TRINITY_DN82295_c0_g1_i1.p1	SPU_005018, SPU_025373, SPU_027409, SPU_009763, SPU_012749
OG0000110	TRINITY_DN64429_c0_g1_i1.p1	SPU_022036
OG0000110	TRINITY_DN83262_c0_g1_i1.p1	SPU_028869, SPU_017102, SPU_012592, SPU_004991, SPU_023684
OG0000111	TRINITY_DN91114_c0_g1_i1.p1	SPU_021089, SPU_000082, SPU_024609, SPU_021091, SPU_017883, SPU_001522, SPU_021090
OG0000112	TRINITY_DN47085_c0_g1_i2.p1	SPU_023170, SPU_011383
OG0000112	TRINITY_DN106644_c0_g1_i1.p1, TRINITY_DN111138_c0_g1_i1.p1, TRINITY_DN98899_c0_g1_i1.p1, TRINITY_DN52797_c0_g1_i4.p1	SPU_027729
OG0000113	TRINITY_DN33175_c0_g1_i4.p1, TRINITY_DN33175_c0_g1_i1.p1, TRINITY_DN105380_c0_g1_i1.p1, TRINITY_DN25740_c0_g2_i6.p1, TRINITY_DN68278_c0_g1_i2.p1	SPU_016430, SPU_010038, SPU_014570
OG0000114	TRINITY_DN26218_c1_g1_i3.p2, TRINITY_DN26218_c1_g1_i1.p2, TRINITY_DN26218_c1_g1_i4.p1, TRINITY_DN26218_c1_g1_i2.p1, TRINITY_DN26218_c1_g1_i3.p1, TRINITY_DN26218_c1_g1_i1.p1	SPU_007518, SPU_000004
OG0000115	TRINITY_DN42370_c0_g1_i6.p1	SPU_009497, SPU_022941, SPU_023703, SPU_011339, SPU_026743, SPU_021561, SPU_026645
OG0000116	TRINITY_DN50121_c0_g1_i2.p1	SPU_026507, SPU_008223, SPU_004681, SPU_008496, SPU_013802, SPU_023131, SPU_010870
OG0000117	TRINITY_DN109940_c0_g1_i1.p1, TRINITY_DN51007_c0_g1_i1.p1	SPU_023971, SPU_019307, SPU_014225, SPU_023949, SPU_016313, SPU_017489
OG0000118	TRINITY_DN106931_c0_g1_i1.p1, TRINITY_DN55349_c0_g1_i1.p1, TRINITY_DN100239_c0_g1_i1.p1, TRINITY_DN109993_c0_g1_i1.p1	SPU_003677, SPU_020484, SPU_003675, SPU_021886
OG0000119	TRINITY_DN56530_c0_g1_i4.p1, TRINITY_DN56530_c0_g1_i2.p1	SPU_001527, SPU_001200, SPU_025184, SPU_009615, SPU_010615, SPU_015487
OG0000120	TRINITY_DN61701_c0_g1_i1.p1, TRINITY_DN74300_c0_g1_i1.p1	SPU_020791
OG0000120	TRINITY_DN82934_c0_g1_i1.p1	SPU_000425, SPU_017564, SPU_020792, SPU_020790
OG0000121	TRINITY_DN107000_c0_g1_i1.p1, TRINITY_DN56609_c0_g1_i1.p1, TRINITY_DN78824_c0_g1_i7.p1, TRINITY_DN78824_c0_g1_i3.p1, TRINITY_DN62955_c0_g1_i2.p1, TRINITY_DN23713_c0_g1_i12.p1, TRINITY_DN44026_c1_g1_i4.p1	SPU_016528
OG0000122	TRINITY_DN96802_c0_g1_i2.p1, TRINITY_DN96802_c0_g1_i1.p1	SPU_020387, SPU_015007, SPU_003659, SPU_005060, SPU_002112, SPU_025788
OG0000123	TRINITY_DN1384_c0_g1_i13.p1, TRINITY_DN1384_c0_g1_i5.p1	SPU_011418, SPU_017574, SPU_011419, SPU_011420, SPU_006340, SPU_006341
OG0000124	TRINITY_DN5945_c0_g1_i17.p2, TRINITY_DN5945_c0_g1_i12.p2	SPU_018719
OG0000124	TRINITY_DN5945_c0_g1_i12.p1, TRINITY_DN5945_c0_g1_i17.p1, TRINITY_DN5945_c0_g1_i18.p1, TRINITY_DN5945_c0_g1_i6.p1	SPU_002714
OG0000125	TRINITY_DN7946_c0_g1_i9.p1, TRINITY_DN7946_c0_g1_i4.p1, TRINITY_DN7946_c0_g1_i7.p1, TRINITY_DN7946_c0_g1_i6.p1, TRINITY_DN7946_c0_g1_i14.p1, TRINITY_DN7946_c0_g1_i5.p1, TRINITY_DN7946_c0_g1_i3.p1	SPU_024838
OG0000126	TRINITY_DN13085_c0_g1_i9.p1, TRINITY_DN13085_c0_g1_i2.p1	SPU_003063, SPU_003060, SPU_003059, SPU_003055, SPU_003056, SPU_003062
OG0000127	TRINITY_DN29862_c0_g1_i6.p1, TRINITY_DN29862_c0_g1_i1.p1	SPU_006203, SPU_025204, SPU_008283, SPU_023120, SPU_000457, SPU_009111
OG0000128	TRINITY_DN33352_c0_g1_i7.p1, TRINITY_DN33352_c0_g1_i13.p1, TRINITY_DN33352_c0_g1_i18.p1, TRINITY_DN33352_c0_g1_i4.p1	SPU_019639, SPU_018298, SPU_007542, SPU_010096
OG0000129	TRINITY_DN107743_c0_g1_i1.p1	SPU_019643
OG0000129	TRINITY_DN59417_c0_g1_i1.p1, TRINITY_DN109522_c0_g1_i1.p1	SPU_021568, SPU_014475, SPU_013973, SPU_008550
OG0000130	TRINITY_DN76425_c0_g1_i1.p1	SPU_012842, SPU_007076, SPU_002454, SPU_018160, SPU_014905, SPU_022741, SPU_026998
OG0000133	TRINITY_DN109_c0_g2_i3.p1	SPU_023916
OG0000133	TRINITY_DN109_c0_g2_i6.p1, TRINITY_DN109_c0_g2_i1.p1, TRINITY_DN109_c0_g1_i3.p1, TRINITY_DN109_c0_g1_i1.p1	SPU_008184
OG0000134	TRINITY_DN1649_c0_g2_i1.p1	SPU_000735
OG0000134	TRINITY_DN1649_c0_g1_i4.p1	SPU_026111
OG0000134	TRINITY_DN40282_c0_g1_i10.p1, TRINITY_DN79894_c0_g1_i2.p1	SPU_003739
OG0000135	TRINITY_DN410_c0_g1_i4.p1, TRINITY_DN410_c0_g1_i7.p1, TRINITY_DN55866_c0_g1_i8.p2, TRINITY_DN2834_c0_g1_i1.p1, TRINITY_DN410_c1_g1_i1.p1	SPU_020868, SPU_006538
OG0000136	TRINITY_DN86818_c0_g1_i1.p1, TRINITY_DN101657_c0_g1_i1.p1, TRINITY_DN3334_c0_g1_i1.p1	SPU_027079, SPU_019797, SPU_009636, SPU_001827
OG0000137	TRINITY_DN4342_c0_g1_i4.p1, TRINITY_DN4342_c0_g1_i5.p1, TRINITY_DN4342_c0_g1_i8.p1, TRINITY_DN4342_c0_g1_i1.p1, TRINITY_DN4342_c0_g1_i7.p1, TRINITY_DN4342_c0_g1_i17.p1	SPU_011692
OG0000138	TRINITY_DN10238_c0_g1_i21.p1, TRINITY_DN10238_c0_g1_i29.p1, TRINITY_DN10238_c0_g1_i4.p1, TRINITY_DN10238_c0_g1_i11.p1, TRINITY_DN10238_c0_g1_i12.p1	SPU_021098, SPU_005029
OG0000139	TRINITY_DN27012_c0_g1_i9.p1, TRINITY_DN27012_c0_g1_i8.p1	SPU_009367
OG0000139	TRINITY_DN11277_c0_g1_i16.p1, TRINITY_DN25499_c0_g1_i14.p1	SPU_024426, SPU_017853
OG0000140	TRINITY_DN22770_c0_g1_i1.p1, TRINITY_DN11302_c0_g1_i1.p1, TRINITY_DN39450_c0_g1_i4.p1, TRINITY_DN55699_c1_g1_i9.p1, TRINITY_DN16358_c1_g1_i1.p1, TRINITY_DN55699_c1_g1_i3.p2	SPU_006977
OG0000141	TRINITY_DN9703_c1_g2_i1.p1, TRINITY_DN28450_c1_g1_i1.p1, TRINITY_DN36026_c0_g1_i2.p1, TRINITY_DN50668_c0_g1_i2.p1, TRINITY_DN7278_c0_g2_i2.p1, TRINITY_DN14244_c3_g1_i2.p1	SPU_019217
OG0000142	TRINITY_DN104780_c0_g1_i1.p1, TRINITY_DN113624_c0_g1_i1.p1, TRINITY_DN14431_c0_g1_i1.p1, TRINITY_DN22479_c0_g1_i6.p2, TRINITY_DN22479_c0_g1_i9.p1, TRINITY_DN59902_c0_g1_i1.p1	SPU_001837
OG0000143	TRINITY_DN17941_c0_g1_i9.p1, TRINITY_DN17941_c0_g1_i1.p1, TRINITY_DN17941_c0_g1_i8.p1, TRINITY_DN17941_c0_g1_i6.p1, TRINITY_DN17941_c0_g1_i7.p1, TRINITY_DN17941_c0_g1_i2.p1	SPU_000259
OG0000144	TRINITY_DN20137_c0_g1_i3.p1, TRINITY_DN20137_c0_g1_i13.p1	SPU_020780
OG0000144	TRINITY_DN20137_c0_g1_i10.p1, TRINITY_DN20137_c0_g1_i20.p1, TRINITY_DN20137_c0_g1_i16.p1	SPU_027289
OG0000145	TRINITY_DN32231_c0_g1_i10.p1, TRINITY_DN32231_c0_g1_i7.p1, TRINITY_DN32231_c0_g1_i12.p1, TRINITY_DN104427_c0_g1_i1.p1, TRINITY_DN20297_c0_g2_i4.p1	SPU_022026, SPU_022027
OG0000146	TRINITY_DN21323_c0_g1_i10.p1, TRINITY_DN21323_c0_g1_i2.p1, TRINITY_DN21323_c0_g1_i1.p1, TRINITY_DN63413_c0_g1_i2.p1, TRINITY_DN63413_c0_g1_i1.p1	SPU_016353, SPU_020740
OG0000147	TRINITY_DN22667_c0_g1_i2.p1, TRINITY_DN22667_c0_g1_i17.p1, TRINITY_DN22667_c0_g1_i8.p1, TRINITY_DN23604_c0_g1_i6.p1, TRINITY_DN49043_c0_g2_i7.p1, TRINITY_DN49043_c0_g2_i8.p1	SPU_008580
OG0000148	TRINITY_DN23604_c0_g1_i6.p3, TRINITY_DN23604_c0_g1_i19.p2, TRINITY_DN23604_c0_g1_i20.p2, TRINITY_DN23604_c0_g1_i25.p2, TRINITY_DN22667_c0_g1_i2.p4, TRINITY_DN22667_c0_g1_i17.p4	SPU_008578
OG0000149	TRINITY_DN37509_c0_g1_i1.p1	SPU_019798, SPU_010662, SPU_018049, SPU_010661, SPU_012535, SPU_022994
OG0000150	TRINITY_DN37528_c0_g1_i8.p1, TRINITY_DN37528_c0_g1_i15.p1, TRINITY_DN37528_c0_g1_i11.p1, TRINITY_DN37528_c0_g1_i1.p1, TRINITY_DN37528_c0_g1_i13.p1, TRINITY_DN37528_c0_g1_i7.p1	SPU_027145
OG0000151	TRINITY_DN43810_c0_g1_i6.p2, TRINITY_DN49432_c0_g1_i6.p1, TRINITY_DN49432_c0_g1_i4.p1, TRINITY_DN28551_c0_g1_i8.p1, TRINITY_DN43810_c0_g1_i6.p1, TRINITY_DN39394_c0_g1_i3.p1	SPU_015971
OG0000152	TRINITY_DN47214_c0_g1_i1.p1	SPU_007331, SPU_005320, SPU_022343, SPU_013694, SPU_000201, SPU_006802
OG0000153	TRINITY_DN32825_c0_g1_i3.p1, TRINITY_DN47802_c0_g1_i1.p2	SPU_015555, SPU_014367, SPU_028818, SPU_028819, SPU_016204
OG0000154	TRINITY_DN44943_c0_g2_i2.p2, TRINITY_DN50624_c0_g1_i1.p1, TRINITY_DN68916_c0_g1_i1.p1, TRINITY_DN104551_c0_g1_i1.p1, TRINITY_DN42418_c0_g1_i2.p1, TRINITY_DN53775_c0_g1_i4.p2	SPU_024124
OG0000155	TRINITY_DN63584_c0_g1_i1.p1, TRINITY_DN63584_c0_g1_i3.p1	SPU_005942
OG0000155	TRINITY_DN54208_c0_g1_i3.p1, TRINITY_DN54208_c0_g1_i1.p1	SPU_011457, SPU_006764
OG0000157	TRINITY_DN57494_c0_g1_i1.p1	SPU_011481, SPU_019882, SPU_017794, SPU_009343, SPU_008229, SPU_024479
OG0000158	TRINITY_DN64888_c0_g1_i1.p1, TRINITY_DN57547_c0_g1_i4.p1	SPU_028225, SPU_020403, SPU_015232, SPU_022802, SPU_005504
OG0000159	TRINITY_DN67861_c0_g1_i1.p2	SPU_012534, SPU_004469, SPU_003385, SPU_005002, SPU_020630, SPU_003813
OG0000160	TRINITY_DN86371_c0_g1_i1.p1	SPU_003086
OG0000160	TRINITY_DN67952_c0_g1_i1.p1	SPU_026321, SPU_017762, SPU_017765, SPU_004950
OG0000161	TRINITY_DN77223_c0_g1_i1.p1	SPU_013068, SPU_023273, SPU_023272, SPU_013067, SPU_018696, SPU_001381
OG0000162	TRINITY_DN86549_c0_g1_i1.p1	SPU_020915, SPU_003368, SPU_018956, SPU_007728, SPU_022393, SPU_021180
OG0000163	TRINITY_DN2733_c1_g1_i9.p1	SPU_018967, SPU_022402, SPU_005087, SPU_022401, SPU_008190, SPU_018966
OG0000164	TRINITY_DN4585_c0_g1_i3.p1, TRINITY_DN4585_c0_g1_i14.p1, TRINITY_DN4585_c0_g1_i17.p1, TRINITY_DN4585_c0_g1_i15.p1, TRINITY_DN4585_c0_g1_i6.p1, TRINITY_DN4585_c0_g1_i9.p1	SPU_023331
OG0000165	TRINITY_DN74356_c0_g1_i1.p1	SPU_018096
OG0000165	TRINITY_DN40293_c0_g1_i10.p1, TRINITY_DN40293_c0_g1_i9.p1, TRINITY_DN22977_c0_g1_i6.p1, TRINITY_DN22977_c0_g1_i4.p1	SPU_015958
OG0000166	TRINITY_DN31461_c0_g1_i3.p1	SPU_015731, SPU_000374, SPU_025135, SPU_021528, SPU_013443, SPU_024962
OG0000167	TRINITY_DN52744_c0_g1_i2.p1, TRINITY_DN52744_c0_g1_i1.p1, TRINITY_DN47316_c0_g1_i8.p1, TRINITY_DN33125_c0_g1_i4.p1, TRINITY_DN74786_c0_g1_i1.p1, TRINITY_DN105028_c0_g1_i1.p1	SPU_012890
OG0000168	TRINITY_DN33669_c0_g1_i8.p1	SPU_021310, SPU_008967, SPU_014354, SPU_008141, SPU_028484, SPU_009058
OG0000169	TRINITY_DN39688_c0_g1_i14.p1, TRINITY_DN39688_c0_g1_i8.p1	SPU_021992, SPU_017292, SPU_025655, SPU_021539, SPU_006567
OG0000170	TRINITY_DN72264_c0_g1_i2.p1	SPU_025020
OG0000170	TRINITY_DN41081_c0_g1_i1.p1	SPU_011047, SPU_011938, SPU_021626, SPU_009391
OG0000171	TRINITY_DN50121_c0_g2_i4.p1, TRINITY_DN50121_c0_g2_i3.p1, TRINITY_DN50121_c0_g1_i4.p1	SPU_002701, SPU_022320, SPU_022093, SPU_026589
OG0000172	TRINITY_DN54144_c0_g1_i5.p1	SPU_015168
OG0000172	TRINITY_DN54144_c0_g1_i6.p1	SPU_003026, SPU_003027, SPU_026803, SPU_026804
OG0000173	TRINITY_DN60131_c0_g1_i1.p1	SPU_007559
OG0000173	TRINITY_DN112196_c0_g1_i1.p1, TRINITY_DN43924_c0_g1_i6.p1, TRINITY_DN43924_c0_g1_i3.p1	SPU_013758, SPU_016086
OG0000174	TRINITY_DN69321_c0_g1_i1.p1	SPU_019861, SPU_006893
OG0000174	TRINITY_DN47199_c0_g1_i4.p1, TRINITY_DN47199_c0_g1_i1.p1	SPU_016262, SPU_013404
OG0000175	TRINITY_DN81429_c0_g1_i1.p1	SPU_003565
OG0000175	TRINITY_DN112529_c0_g1_i1.p1	SPU_004061, SPU_016840, SPU_002306, SPU_022873
OG0000176	TRINITY_DN91784_c0_g1_i1.p1	SPU_022559, SPU_009078, SPU_005120, SPU_020152, SPU_017924, SPU_002390
OG0000177	TRINITY_DN114098_c0_g1_i1.p1, TRINITY_DN109150_c0_g1_i1.p1, TRINITY_DN72140_c0_g1_i8.p1, TRINITY_DN72140_c0_g1_i5.p1, TRINITY_DN99392_c0_g1_i1.p1, TRINITY_DN46617_c0_g1_i1.p2	SPU_005145
OG0000178	TRINITY_DN381_c0_g1_i31.p1, TRINITY_DN381_c0_g1_i39.p1, TRINITY_DN381_c0_g1_i32.p1, TRINITY_DN381_c0_g1_i26.p1, TRINITY_DN381_c0_g1_i38.p1, TRINITY_DN381_c0_g1_i21.p1	SPU_002388
OG0000179	TRINITY_DN655_c0_g1_i13.p1	SPU_016972
OG0000179	TRINITY_DN655_c0_g1_i7.p1, TRINITY_DN655_c0_g1_i4.p1, TRINITY_DN655_c0_g1_i6.p1, TRINITY_DN655_c0_g1_i5.p1	SPU_010396
OG0000180	TRINITY_DN13143_c0_g1_i6.p1, TRINITY_DN13143_c0_g1_i2.p1, TRINITY_DN13143_c0_g1_i5.p1	SPU_008015
OG0000180	TRINITY_DN781_c1_g1_i1.p2	SPU_011816, SPU_016150
OG0000181	TRINITY_DN5935_c0_g1_i9.p1, TRINITY_DN5935_c0_g1_i6.p1, TRINITY_DN5935_c0_g1_i13.p1, TRINITY_DN5935_c0_g1_i14.p1, TRINITY_DN5935_c0_g1_i8.p1, TRINITY_DN5935_c0_g1_i1.p1	SPU_015765
OG0000182	TRINITY_DN13216_c0_g1_i4.p1, TRINITY_DN13216_c0_g1_i5.p1, TRINITY_DN13216_c0_g1_i11.p1, TRINITY_DN13216_c0_g1_i2.p1, TRINITY_DN13216_c0_g1_i8.p1, TRINITY_DN13216_c0_g1_i10.p1	SPU_009849
OG0000183	TRINITY_DN23604_c0_g1_i9.p1, TRINITY_DN23604_c0_g1_i19.p1, TRINITY_DN23604_c0_g1_i16.p1	SPU_008581
OG0000183	TRINITY_DN49043_c0_g2_i10.p1	SPU_027601, SPU_027602
OG0000184	TRINITY_DN29276_c0_g1_i1.p1	SPU_006640, SPU_006642, SPU_026424, SPU_026423, SPU_006643, SPU_006641
OG0000185	TRINITY_DN31360_c0_g1_i5.p1, TRINITY_DN31360_c0_g1_i6.p1	SPU_006420, SPU_001415, SPU_011761, SPU_001416, SPU_011760
OG0000186	TRINITY_DN50048_c0_g1_i2.p1	SPU_025875, SPU_025874, SPU_020517, SPU_007865, SPU_007866, SPU_026524
OG0000187	TRINITY_DN51759_c0_g2_i3.p1, TRINITY_DN51759_c0_g1_i2.p1, TRINITY_DN51759_c0_g1_i1.p1	SPU_014375, SPU_000141, SPU_007983, SPU_019135
OG0000188	TRINITY_DN59027_c0_g1_i1.p1	SPU_012984, SPU_011498, SPU_024700, SPU_008020, SPU_008039, SPU_013787
OG0000189	TRINITY_DN89925_c0_g1_i1.p1, TRINITY_DN61398_c0_g1_i1.p1	SPU_014031, SPU_009571, SPU_008771, SPU_016888, SPU_004931
OG0000190	TRINITY_DN111917_c0_g1_i1.p1, TRINITY_DN68413_c0_g1_i1.p1	SPU_008463, SPU_023721, SPU_005179, SPU_022925, SPU_003143
OG0000191	TRINITY_DN76887_c0_g1_i1.p1	SPU_024937, SPU_027319, SPU_009120, SPU_027755, SPU_016751, SPU_005750
OG0000192	TRINITY_DN110666_c0_g1_i1.p1, TRINITY_DN81937_c0_g1_i1.p1	SPU_015930, SPU_015929, SPU_015931, SPU_023590, SPU_014000
OG0000193	TRINITY_DN89950_c0_g1_i1.p1	SPU_026029, SPU_026028, SPU_000713, SPU_009578, SPU_016943, SPU_009577
OG0000194	TRINITY_DN107144_c0_g1_i1.p1	SPU_008756
OG0000194	TRINITY_DN106998_c0_g1_i1.p1	SPU_014465
OG0000194	TRINITY_DN114603_c0_g1_i1.p1	SPU_006498, SPU_014464
OG0000195	TRINITY_DN114013_c0_g1_i1.p1	SPU_019682, SPU_002393, SPU_002392, SPU_005456, SPU_024238, SPU_002157
OG0000196	TRINITY_DN105605_c0_g1_i1.p1	SPU_008513, SPU_012063, SPU_005178, SPU_018122, SPU_001918, SPU_021642
OG0000197	TRINITY_DN15395_c0_g1_i5.p1	SPU_018362
OG0000197	TRINITY_DN3023_c0_g1_i5.p1, TRINITY_DN205_c0_g1_i4.p1	SPU_017931, SPU_017932
OG0000198	TRINITY_DN3341_c0_g1_i13.p1, TRINITY_DN3341_c0_g1_i18.p1, TRINITY_DN3341_c0_g1_i20.p1, TRINITY_DN3341_c0_g1_i2.p1, TRINITY_DN3341_c0_g1_i4.p1	SPU_008664
OG0000199	TRINITY_DN108468_c0_g1_i1.p1	SPU_013079
OG0000199	TRINITY_DN3670_c0_g1_i2.p1, TRINITY_DN3670_c0_g1_i4.p1, TRINITY_DN20574_c0_g1_i2.p1	SPU_022356
OG0000200	TRINITY_DN5529_c0_g2_i1.p1	SPU_009595, SPU_020466, SPU_007408, SPU_017591, SPU_028825
OG0000201	TRINITY_DN6412_c0_g1_i1.p1, TRINITY_DN6412_c0_g1_i3.p1, TRINITY_DN6412_c0_g1_i5.p1, TRINITY_DN6412_c0_g1_i4.p1	SPU_021798, SPU_001265
OG0000202	TRINITY_DN6452_c0_g1_i6.p1, TRINITY_DN90590_c0_g1_i1.p1	SPU_019429, SPU_012966, SPU_020524, SPU_023622
OG0000203	TRINITY_DN9456_c0_g1_i4.p1, TRINITY_DN9456_c0_g1_i7.p1, TRINITY_DN9456_c0_g1_i2.p1, TRINITY_DN9456_c0_g1_i11.p1, TRINITY_DN9456_c0_g1_i12.p1	SPU_019601
OG0000204	TRINITY_DN9670_c0_g1_i11.p1, TRINITY_DN9670_c0_g1_i13.p1, TRINITY_DN9670_c0_g1_i5.p1, TRINITY_DN9670_c0_g1_i12.p1, TRINITY_DN9670_c0_g1_i10.p1	SPU_004628
OG0000205	TRINITY_DN108684_c0_g1_i1.p1, TRINITY_DN100184_c0_g1_i1.p1, TRINITY_DN28554_c0_g1_i1.p1, TRINITY_DN9890_c0_g1_i5.p1, TRINITY_DN9890_c0_g1_i4.p1	SPU_004373
OG0000206	TRINITY_DN43825_c0_g1_i3.p3	SPU_001574
OG0000206	TRINITY_DN10200_c3_g1_i3.p1	SPU_006703, SPU_006751, SPU_020941
OG0000207	TRINITY_DN106885_c0_g1_i1.p1, TRINITY_DN38999_c0_g1_i6.p1, TRINITY_DN11470_c0_g1_i3.p1, TRINITY_DN11470_c0_g1_i12.p1	SPU_014208, SPU_020701
OG0000208	TRINITY_DN15168_c0_g1_i6.p1, TRINITY_DN15168_c0_g1_i2.p1, TRINITY_DN15168_c0_g1_i8.p1, TRINITY_DN15168_c0_g1_i10.p1, TRINITY_DN15168_c0_g1_i5.p1	SPU_012929
OG0000209	TRINITY_DN54995_c0_g1_i2.p2, TRINITY_DN109527_c0_g1_i1.p1, TRINITY_DN104610_c0_g1_i1.p1, TRINITY_DN18897_c0_g1_i4.p1, TRINITY_DN111211_c0_g1_i1.p1	SPU_003399
